COUPON,NEW,VACATION_1,SW_1,HI,S_INCOME,E_INCOME,S_POP,E_POP,SLOT_1,GATE_1,DISTANCE,FARE,FARE_B
1.34,3,1,0,6037.84,28739,22360,2761118,1421287,1,0,1308,204.62,1
1.3,3,1,1,2424.61,22038,22360,1308499,1421287,1,1,541,92.35,0
1.08,3,1,0,2386.85,32991,22360,8621121,1421287,0,1,947,123.97,0
1.08,3,1,0,2386.85,32991,22360,8621121,1421287,0,1,947,123.97,0
1.08,3,1,0,2386.85,32991,22360,8621121,1421287,1,0,947,123.97,0
1.06,3,0,0,4248.47,26993,27994,3532657,4948339,1,1,674,125.09,0
1.02,0,0,0,9649.01,30124,27994,5787293,4948339,1,1,265,138.56,0
1.08,3,0,0,3748.6,29260,27994,7830332,4948339,0,1,673,215.06,1
1.08,3,0,0,3748.6,29260,27994,7830332,4948339,1,1,673,215.06,1
1.17,3,0,0,5921.73,28637,27994,3036732,4948339,1,1,1314,249.45,1
1.35,3,0,0,5840.94,29055,27994,1862106,4948339,1,1,1568,335.55,1
1.05,3,0,0,4597.29,26506,27994,4459144,4948339,1,0,450,175.66,1
1.21,3,1,0,7577.56,26752,27994,1440377,4948339,1,1,997,132.77,0
1.36,3,0,0,5679.25,27211,27994,3770125,4948339,1,1,1347,353.56,1
1.36,3,1,0,2494.45,24575,27994,1197234,4948339,1,1,2179,165.9,1
1.37,3,0,0,3264.94,24706,27994,9056076,4948339,1,1,2407,293.21,1
1.15,3,1,0,4191.14,21207,27994,2105604,4948339,1,1,1026,152.67,0
1.18,3,0,0,7362.53,28739,27994,2761118,4948339,1,0,979,295.46,1
1.14,3,1,0,5335.32,22360,27994,1421287,4948339,1,1,872,114.28,0
1,3,0,1,6362.24,22089,23025,668159,2753373,1,1,327,57.05,0
1.25,3,0,0,4275.35,26993,23025,3532657,2753373,1,1,1591,200.09,1
1.1,3,0,1,4252.09,23665,23025,1038660,2753373,1,1,876,105.41,0
1.7,3,0,0,1710.9,30124,23025,5787293,2753373,1,1,2295,197.42,1
1,3,0,1,5266.72,24706,23025,9056076,2753373,1,1,363,57.33,0
1.11,3,0,1,2297.85,29260,23025,7830332,2753373,0,1,1446,152.1,0
1.11,3,0,1,2297.85,29260,23025,7830332,2753373,1,1,1446,152.1,0
1.56,0,0,1,2659.94,26046,23025,2230955,2753373,1,1,1749,166.66,1
1.56,3,0,1,3391.87,24502,23025,125722,2753373,1,1,1673,158,0
1.1,0,0,0,4711.47,28637,23025,3036732,2753373,1,1,870,229.84,1
1.02,0,0,0,3959.07,29055,23025,1862106,2753373,1,1,590,133.04,0
1.22,3,0,1,4116.08,26506,23025,4459144,2753373,1,0,1682,191.66,1
1,3,0,1,7231.62,14600,23025,677757,2753373,1,1,353,60.73,0
1.08,3,0,1,3100.41,27211,23025,3770125,2753373,1,1,1014,148.28,0
1.18,3,0,1,3725.96,25450,23025,1694803,2753373,1,1,1046,85.48,0
1,3,1,1,5619.02,24575,23025,1197234,2753373,1,1,248,53.07,0
1.01,3,0,1,3923.94,24706,23025,9056076,2753373,1,1,366,51.73,0
1.12,0,0,0,4317.49,28739,23025,2761118,2753373,1,0,1279,195.91,1
1.39,3,0,0,2892.9,32991,23025,8621121,2753373,0,1,2148,273.12,1
1.39,3,0,0,2892.9,32991,23025,8621121,2753373,0,1,2148,273.12,1
1.39,3,0,0,2892.9,32991,23025,8621121,2753373,1,0,2148,273.12,1
1.03,3,0,1,4787.55,29846,23025,2237227,2753373,1,1,638,84.15,0
1.34,3,0,1,3442.98,25127,23025,679984,2753373,1,1,1031,81.32,0
1.78,3,1,1,2275.24,22360,23025,1421287,2753373,1,1,1851,162.53,1
1.55,3,0,0,3127.59,27994,23025,4948339,2753373,1,1,2083,291.78,1
1.04,3,0,0,4215.01,26993,25054,3532657,2374260,1,0,525,93.55,0
1.1,3,0,0,9174.83,30124,25054,5787293,2374260,1,0,483,186.28,1
1.05,3,0,0,4947.28,29260,25054,7830332,2374260,0,0,412,208.86,1
1.05,3,0,0,4947.28,29260,25054,7830332,2374260,1,0,412,208.86,1
1.02,3,0,0,5898.74,32991,25054,8621121,2374260,0,0,325,169.9,1
1.02,3,0,0,5898.74,32991,25054,8621121,2374260,0,0,325,169.9,1
1.02,3,0,0,5898.74,32991,25054,8621121,2374260,1,0,325,169.9,1
1.02,3,0,0,5898.74,32991,25054,8621121,2374260,1,0,325,169.9,1
1.23,3,1,0,6166.33,22360,25054,1421287,2374260,1,0,831,122.62,0
1.02,0,0,0,9935.07,27994,25054,4948339,2374260,1,0,264,134.09,0
1.01,1,0,1,4315.92,23901,26409,372606,249561,1,1,344,66.88,0
1.34,3,0,0,4409.42,29260,26409,7830332,249561,0,1,1749,279.61,1
1.34,3,0,0,4409.42,29260,26409,7830332,249561,1,1,1749,279.61,1
1.3,3,0,0,6769.31,29055,26409,1862106,249561,1,1,992,188.46,1
1.63,3,1,0,3784.94,26681,26409,873131,249561,1,1,2603,205.51,1
1.16,3,1,1,2318.28,24575,26409,1197234,249561,1,1,760,69.19,0
1.06,0,0,1,3153.68,24706,26409,9056076,249561,1,1,831,91.97,0
1.77,3,0,0,2548.46,32991,26409,8621121,249561,0,1,2444,302.33,1
1.77,3,0,0,2548.46,32991,26409,8621121,249561,0,1,2444,302.33,1
1.77,1,0,0,2548.46,32991,26409,8621121,249561,1,0,2444,302.33,1
1.01,3,0,1,5281.56,29846,26409,2237227,249561,1,1,543,63.76,0
1.31,3,0,1,2710.38,23025,26409,2753373,249561,1,1,1001,114.95,0
1.04,3,0,1,5198.85,24236,26409,1481076,249561,1,1,485,65.8,0
1.03,3,0,1,5680.53,21121,26409,1228816,249561,1,1,633,79.48,0
1.26,3,0,1,4876.68,23903,26409,2673620,249561,1,1,933,96.58,0
1.01,3,0,0,5144.17,38813,26409,1653017,249561,1,1,542,68.41,0
1,3,0,1,4730.96,34880,26409,1594251,249561,1,1,569,65.84,0
1,0,0,0,6397.4,30916,26409,2230831,249561,1,1,135,88.46,0
1.01,3,0,1,5020.72,21300,26409,403939,249561,1,1,281,50.38,0
1.11,2,0,0,9129.66,29838,24205,29838,905329,1,1,328,176.88,1
1.11,3,0,0,4124.55,29260,24205,7830332,905329,0,1,842,219.38,1
1.11,2,0,0,4124.55,29260,24205,7830332,905329,1,1,842,219.38,1
1,3,0,0,4449.76,32991,24205,8621121,905329,0,1,147,106.29,0
1,3,0,0,4449.76,32991,24205,8621121,905329,0,1,147,106.29,0
1,3,0,0,4449.76,32991,24205,8621121,905329,1,0,147,106.29,0
1.55,2,1,0,3087.27,22360,24205,1421287,905329,1,1,1075,108.96,0
1.03,3,0,0,7046.11,26993,26101,3532657,1021830,1,1,356,123.44,0
1.26,3,0,0,4542.83,30124,26101,5787293,1021830,1,1,606,140.07,0
1.12,3,0,0,4579.82,29260,26101,7830332,1021830,0,1,636,193.67,1
1.12,3,0,0,4579.82,29260,26101,7830332,1021830,1,1,636,193.67,1
1.19,3,0,0,7617.69,28637,26101,3036732,1021830,1,1,1065,230.56,1
1.06,3,0,0,3474.23,32991,26101,8621121,1021830,0,1,426,154.73,0
1.06,3,0,0,3474.23,32991,26101,8621121,1021830,0,1,426,154.73,0
1.06,3,0,0,3474.23,32991,26101,8621121,1021830,1,0,426,154.73,0
1.02,3,0,0,5317.36,27994,26101,4948339,1021830,1,1,346,144.86,0
1.01,3,0,0,3266.44,31981,26101,4549784,1021830,1,1,225,109.44,0
1.01,3,0,0,3266.44,31981,26101,4549784,1021830,0,1,225,109.44,0
1.41,3,1,0,4014.79,29260,29284,7830332,298680,0,1,1680,125.9,0
1.41,3,1,0,4014.79,29260,29284,7830332,298680,1,1,1680,125.9,0
1,3,1,1,5182.37,24575,29284,1197234,298680,1,1,344,54.38,0
1.09,3,1,1,5265.15,24706,29284,9056076,298680,1,1,388,60.28,0
1,3,1,1,10000,29846,29284,2237227,298680,1,1,180,47.85,0
1.07,3,1,1,4860.36,23025,29284,2753373,298680,1,1,592,72.42,0
1.06,3,1,1,5296.51,26409,29284,249561,298680,1,1,444,44.89,0
1.15,3,1,1,5550.56,23903,29284,2673620,298680,1,1,488,68.59,0
1,3,1,1,5454.19,34880,29284,1594251,298680,1,1,188,42.47,0
1.02,3,1,1,3802.74,30916,29284,2230831,298680,1,1,569,45.11,0
1.04,3,0,0,5006.45,32991,26553,8621121,936107,0,1,287,218.54,1
1.04,3,0,0,5006.45,32991,26553,8621121,936107,0,1,287,218.54,1
1.04,3,0,0,5006.45,32991,26553,8621121,936107,1,0,287,218.54,1
1.01,3,0,0,3428.64,32991,26044,8621121,113091,0,1,254,127.38,0
1.01,3,0,0,3428.64,32991,26044,8621121,113091,0,1,254,127.38,0
1.01,3,0,0,3428.64,32991,26044,8621121,113091,1,0,254,127.38,0
1.01,3,0,1,9819.56,24706,24236,9056076,1481076,1,1,349,52.53,0
1.18,3,1,1,8072.26,24575,24236,1197234,1481076,1,1,387,56.91,0
1.01,3,0,1,4729.11,24706,24236,9056076,1481076,1,1,361,56.79,0
1.1,3,0,1,4450.67,23025,24236,2753373,1481076,1,1,629,78.67,0
1.02,3,0,1,9130.73,23903,24236,2673620,1481076,1,1,472,57.57,0
1.03,3,0,1,5889.77,30916,24236,2230831,1481076,1,1,618,64.39,0
1.46,3,0,0,6749.12,26993,21121,3532657,1228816,1,1,1588,179.13,1
1.22,3,0,1,2711.42,29260,21121,7830332,1228816,0,1,1259,185.65,1
1.22,3,0,1,2711.42,29260,21121,7830332,1228816,1,1,1259,185.65,1
1,3,0,0,2587.58,29055,21121,1862106,1228816,1,1,388,69.6,0
1.01,3,1,1,3935.01,24575,21121,1197234,1228816,1,1,359,57.4,0
1.05,3,0,1,5089.75,24706,21121,9056076,1228816,1,1,584,66.46,0
1.64,3,0,0,3863.5,32991,21121,8621121,1228816,0,1,1982,259.32,1
1.64,3,0,0,3863.5,32991,21121,8621121,1228816,0,1,1982,259.32,1
1.64,1,0,0,3863.5,32991,21121,8621121,1228816,1,0,1982,259.32,1
1,1,0,1,5218.38,29846,21121,2237227,1228816,1,1,586,69.95,0
1.01,3,0,1,3570.78,23025,21121,2753373,1228816,1,1,495,73.69,0
1.05,1,0,1,6050.65,24236,21121,1481076,1228816,1,1,525,72.22,0
1.06,3,0,1,5193.61,23903,21121,2673620,1228816,1,1,617,65.91,0
1.02,3,0,0,4491.65,38813,21121,1653017,1228816,1,1,593,85.19,0
1.03,3,0,1,5135.88,30916,21121,2230831,1228816,1,1,696,78.3,0
1.28,3,0,1,3262.15,29260,21276,7830332,1481709,0,1,1038,128.36,0
1.28,3,0,1,3262.15,29260,21276,7830332,1481709,1,1,1038,128.36,0
1.01,3,0,1,5130.29,28637,21276,3036732,1481709,1,1,242,63.69,0
1,3,0,1,5751.82,27211,21276,3770125,1481709,1,1,177,63.92,0
1.3,3,1,1,5553.16,24575,21276,1197234,1481709,1,1,1074,86.71,0
1.42,3,0,1,2909.15,24706,21276,9056076,1481709,1,1,1218,130.09,0
1.78,3,0,0,2905.97,32991,21276,8621121,1481709,0,1,1577,273.53,1
1.78,3,0,0,2905.97,32991,21276,8621121,1481709,0,1,1577,273.53,1
1.78,3,0,0,2905.97,32991,21276,8621121,1481709,1,0,1577,273.53,1
1.6,2,1,1,2366.36,22360,21276,1421287,1481709,1,1,1032,118.17,0
1.44,3,0,0,5011.88,26993,23903,3532657,2673620,1,1,1886,204.35,1
1.94,3,0,0,1888.3,30124,23903,5787293,2673620,1,1,2576,291.51,1
1.27,1,0,1,2863.2,29260,23903,7830332,2673620,0,1,1724,219.63,1
1.27,3,0,1,2863.2,29260,23903,7830332,2673620,1,1,1724,219.63,1
1.18,3,0,0,5570.8,28637,23903,3036732,2673620,1,1,1163,252.97,1
1.2,3,0,0,6496.3,29055,23903,1862106,2673620,1,1,840,134.79,0
1.01,0,1,1,6906.75,24575,23903,1197234,2673620,1,1,258,53.14,0
1,3,0,0,3105.31,24706,23903,9056076,2673620,1,1,114,70.41,0
1,3,0,0,3105.31,24706,23903,9056076,2673620,1,1,114,70.41,0
1.3,3,0,0,5472.07,28739,23903,2761118,2673620,1,0,1532,251.73,1
1.57,3,0,0,2313.6,32991,23903,8621121,2673620,0,1,2433,299.17,1
1.57,3,0,0,2313.6,32991,23903,8621121,2673620,0,1,2433,299.17,1
1.57,1,0,0,2313.6,32991,23903,8621121,2673620,1,0,2433,299.17,1
1.02,3,0,1,9588.09,29846,23903,2237227,2673620,1,1,448,57.29,0
1.01,3,0,1,5918.84,23025,23903,2753373,2673620,1,1,295,50.1,0
1.02,3,0,1,5101.83,38813,23903,1653017,2673620,1,1,455,58.68,0
1.26,3,0,1,5588.72,30916,23903,2230831,2673620,1,1,1056,100.8,0
1.36,3,0,0,5492.6,26993,38813,3532657,1653017,1,1,2137,248.49,1
1.39,3,0,0,5559.43,30124,38813,5787293,1653017,1,1,2694,367.72,1
1,3,0,0,9978.49,24706,38813,9056076,1653017,1,1,332,83.74,0
1.2,3,0,0,5068.53,29260,38813,7830332,1653017,0,1,1851,291.66,1
1.2,3,0,0,5068.53,29260,38813,7830332,1653017,1,1,1851,291.66,1
1.24,3,0,0,4935.18,28637,38813,3036732,1653017,1,1,1463,297.83,1
1.09,3,0,0,7251.37,29055,38813,1862106,1653017,1,1,960,168.96,1
1.37,3,0,0,5583.02,26506,38813,4459144,1653017,1,0,2084,314.88,1
1.26,3,0,1,4745.3,27211,38813,3770125,1653017,1,1,1637,241.04,1
1.35,3,0,0,2024.97,25450,38813,1694803,1653017,1,1,1500,116.52,0
1.06,3,1,1,4548.61,24575,38813,1197234,1653017,1,1,416,72.58,0
1.02,3,0,0,7664.03,24706,38813,9056076,1653017,1,1,341,79.23,0
1.43,3,1,0,4074.1,21207,38813,2105604,1653017,1,1,2579,261.67,1
1.19,3,0,0,6902.15,28739,38813,2761118,1653017,1,0,1589,224.17,1
1.24,3,0,0,3362.86,32991,38813,8621121,1653017,0,1,2574,374.4,1
1.24,3,0,0,3362.86,32991,38813,8621121,1653017,0,1,2574,374.4,1
1.24,3,0,0,3362.86,32991,38813,8621121,1653017,1,0,2574,374.4,1
1.66,3,1,0,2638.87,22360,38813,1421287,1653017,1,1,2443,261.74,1
1.41,3,0,0,3516.97,27994,38813,4948339,1653017,1,1,2523,326.76,1
1.03,3,0,1,3405.75,23025,38813,2753373,1653017,1,1,646,85.52,0
1.02,3,0,0,5124.22,30916,38813,2230831,1653017,1,1,676,81.28,0
1.17,3,0,1,7262.65,23665,34880,1038660,1594251,1,1,1473,200.41,1
1.53,3,0,0,5155.47,30124,34880,5787293,1594251,1,1,2682,402.02,1
1,3,0,1,9986.32,24706,34880,9056076,1594251,1,1,296,59.8,0
1.27,3,0,0,3654.11,29260,34880,7830332,1594251,0,1,1837,294.18,1
1.27,3,0,0,3654.11,29260,34880,7830332,1594251,1,1,1837,294.18,1
1.12,3,0,0,7516.35,28637,34880,3036732,1594251,1,1,1436,325.02,1
1.18,3,0,0,8142.6,29055,34880,1862106,1594251,1,1,943,263.48,1
1.01,3,1,1,5472.43,24575,34880,1197234,1594251,1,1,387,55.16,0
1,3,0,1,4636.25,24706,34880,9056076,1594251,1,1,305,58.98,0
1.05,3,0,1,5108.01,23025,34880,2753373,1594251,1,1,614,92.57,0
1,3,0,1,4956.27,23903,34880,2673620,1594251,1,1,419,63.39,0
1.02,3,0,1,5201.65,30916,34880,2230831,1594251,1,1,702,63.3,0
1.37,3,1,0,3787.29,32991,30460,8621121,528868,0,1,1042,137.25,0
1.37,1,1,0,3787.29,32991,30460,8621121,528868,0,1,1042,137.25,0
1.37,3,1,0,3787.29,32991,30460,8621121,528868,1,0,1042,137.25,0
1.02,3,0,0,6372.59,28690,30916,249642,2230831,1,1,1443,142.83,0
1.47,3,0,0,5090.58,26993,30916,3532657,2230831,1,1,2182,200.2,1
1.59,3,0,0,2705.03,30124,30916,5787293,2230831,1,1,2489,297.61,1
1.11,3,0,1,6039.76,24706,30916,9056076,2230831,1,1,943,97.46,0
1.25,1,0,0,4148.56,29260,30916,7830332,2230831,0,1,1731,260.16,1
1.25,3,0,0,4148.56,29260,30916,7830332,2230831,1,1,1731,260.16,1
1.23,3,0,0,4487.07,28637,30916,3036732,2230831,1,1,1662,239.66,1
1.14,3,0,0,6825.49,29055,30916,1862106,2230831,1,1,1028,169.92,1
1.42,3,0,0,5870.66,26506,30916,4459144,2230831,1,0,1932,285.34,1
1.16,3,1,1,2781.55,24575,30916,1197234,2230831,1,1,869,70.16,0
1.08,3,0,1,3905.34,24706,30916,9056076,2230831,1,1,957,101.64,0
1.13,3,0,0,7845.92,28739,30916,2761118,2230831,1,0,1402,186.96,1
1.52,1,0,0,2019.98,32991,30916,8621121,2230831,0,1,2411,289.25,1
1.52,3,0,0,2019.98,32991,30916,8621121,2230831,0,1,2411,289.25,1
1.52,1,0,0,2019.98,32991,30916,8621121,2230831,1,0,2411,289.25,1
1.02,3,0,1,5328.85,29846,30916,2237227,2230831,1,1,677,63.06,0
1.88,3,1,0,2012.46,22360,30916,1421287,2230831,1,1,2553,238.73,1
1.22,3,0,1,2963.01,23025,30916,2753373,2230831,1,1,1103,110,0
1,3,0,1,5552.01,30916,21300,2230831,403939,1,1,225,51.3,0
1.07,3,0,0,4636,26993,25824,3532657,2549844,1,1,471,199.8,1
1,3,0,1,3042.25,29260,25824,7830332,2549844,0,1,257,76.96,0
1,3,0,1,3042.25,29260,25824,7830332,2549844,1,1,257,76.96,0
1.04,3,0,1,3642.39,26046,25824,2230955,2549844,1,1,492,77.62,0
1.06,3,0,0,4803.13,28637,25824,3036732,2549844,1,1,556,188.11,1
1.08,3,0,0,4128.6,29055,25824,1862106,2549844,1,1,785,207.17,1
1.02,3,0,1,3363.8,26506,25824,4459144,2549844,1,0,447,77.46,0
1.03,3,0,1,3467.7,27211,25824,3770125,2549844,1,1,682,105.13,0
1,3,0,1,5034.18,25450,25824,1694803,2549844,1,1,244,56.8,0
1.28,3,1,1,3699.42,24575,25824,1197234,2549844,1,1,1379,141.48,0
1.28,3,0,1,5138.01,24706,25824,9056076,2549844,1,1,1602,210.16,1
1.03,3,0,0,4901.1,28739,25824,2761118,2549844,1,0,457,202.77,1
1.16,3,0,0,6275.61,32991,25824,8621121,2549844,0,1,877,261.63,1
1.16,3,0,0,6275.61,32991,25824,8621121,2549844,0,1,877,261.63,1
1.16,3,0,0,6275.61,32991,25824,8621121,2549844,1,0,877,261.63,1
1.29,3,1,1,4708.44,22360,25824,1421287,2549844,1,1,869,142.98,0
1.07,3,0,1,3503.22,23025,25824,2753373,2549844,1,1,1272,137.2,0
1,3,0,0,2806.92,32991,22069,8621121,743633,0,1,199,120.84,0
1,3,0,0,2806.92,32991,22069,8621121,743633,0,1,199,120.84,0
1,3,0,0,2806.92,32991,22069,8621121,743633,1,0,199,120.84,0
1.55,3,1,0,3503.11,22360,22069,1421287,743633,1,1,1054,119.9,0
1.04,3,1,0,3375.37,21207,21002,2105604,258019,1,1,399,105.45,0
1.01,3,1,0,4891.84,26993,23654,3532657,2195215,1,1,414,87.35,0
1.27,3,1,0,2982.62,30124,23654,5787293,2195215,1,1,1183,124.82,0
1.14,3,1,1,2260.17,29260,23654,7830332,2195215,0,1,1008,127.06,0
1.14,3,1,1,2260.17,29260,23654,7830332,2195215,1,1,1008,127.06,0
1.55,3,1,1,2553.17,24502,23654,125722,2195215,1,1,834,106.65,0
1.13,3,1,0,5565.54,28637,23654,3036732,2195215,1,1,936,200.69,1
1.17,3,1,0,4984.08,26506,23654,4459144,2195215,1,0,994,107.51,0
1,3,1,1,3692.28,26752,23654,1440377,2195215,1,1,187,46.32,0
1.44,3,1,0,4633.51,30268,23654,1106780,2195215,1,1,1108,125.25,0
1.67,3,1,1,2238.08,24575,23654,1197234,2195215,1,1,1989,128.97,0
1.61,3,1,0,3873,24706,23654,9056076,2195215,1,1,2164,224.21,1
1,3,1,0,5791.78,21207,23654,2105604,2195215,1,1,194,85.62,0
1.1,3,1,0,2422.98,32991,23654,8621121,2195215,0,1,1009,123.89,0
1.1,3,1,0,2422.98,32991,23654,8621121,2195215,0,1,1009,123.89,0
1.1,0,1,0,2422.98,32991,23654,8621121,2195215,1,0,1009,123.89,0
1.15,3,1,0,6172.24,27994,23654,4948339,2195215,1,1,932,122.99,0
1.29,3,1,0,7105.01,25054,23654,2374260,2195215,1,0,874,119.84,0
1.19,3,1,1,4136.63,25824,23654,2549844,2195215,1,1,865,135.76,0
1.1,3,1,1,3552.11,24575,20375,1197234,766956,1,1,357,49.77,0
1.05,1,0,1,3098.74,24706,20375,9056076,766956,1,1,447,49.02,0
1.17,3,0,1,6167,23903,20375,2673620,766956,1,1,358,54.96,0
1,3,0,1,4601.96,28637,22956,3036732,754013,1,1,239,64.97,0
1.07,3,0,1,4959.21,27211,22956,3770125,754013,1,1,444,100.36,0
1.89,3,0,0,2225.74,22089,31981,668159,4549784,1,1,1643,215.57,1
1.89,3,0,0,2225.74,22089,31981,668159,4549784,0,1,1643,215.57,1
1.12,3,0,0,6334.03,26993,31981,3532657,4549784,1,1,539,166.67,1
1.12,3,0,0,6334.03,26993,31981,3532657,4549784,0,1,539,166.67,1
1.04,3,0,0,5483.29,30124,31981,5787293,4549784,1,1,400,132.79,0
1.04,3,0,0,5483.29,30124,31981,5787293,4549784,0,1,400,132.79,0
1.09,3,0,0,5560.73,29260,31981,7830332,4549784,0,1,591,145.61,0
1.09,3,0,0,5560.73,29260,31981,7830332,4549784,0,1,591,145.61,0
1.09,3,0,0,5560.73,29260,31981,7830332,4549784,1,1,591,145.61,0
1.09,3,0,0,5560.73,29260,31981,7830332,4549784,0,1,591,145.61,0
1.07,3,0,0,3289.86,24502,31981,125722,4549784,1,1,310,100.95,0
1.07,3,0,0,3289.86,24502,31981,125722,4549784,0,1,310,100.95,0
1.16,3,0,0,6460.84,28637,31981,3036732,4549784,1,1,1185,256.86,1
1.16,3,0,0,6460.84,28637,31981,3036732,4549784,0,1,1185,256.86,1
1.33,3,0,0,7046.98,29055,31981,1862106,4549784,1,1,1470,240.48,1
1.33,3,0,0,7046.98,29055,31981,1862106,4549784,0,1,1470,240.48,1
1.08,3,0,0,8369.88,26506,31981,4459144,4549784,1,0,391,205.96,1
1.08,3,0,0,8369.88,26506,31981,4459144,4549784,0,0,391,205.96,1
1.31,3,1,0,5433.17,26752,31981,1440377,4549784,1,1,896,127.67,0
1.31,3,1,0,5433.17,26752,31981,1440377,4549784,0,1,896,127.67,0
1.04,0,0,0,5796.38,30268,31981,1106780,4549784,1,1,315,117.35,0
1.04,3,0,0,5796.38,30268,31981,1106780,4549784,0,1,315,117.35,0
1.36,3,0,0,4641.26,27211,31981,3770125,4549784,1,1,1213,297.2,1
1.36,3,0,0,4641.26,27211,31981,3770125,4549784,0,1,1213,297.2,1
1.42,3,0,0,4221.56,25450,31981,1694803,4549784,1,1,935,182.56,1
1.42,3,0,0,4221.56,25450,31981,1694803,4549784,0,1,935,182.56,1
1.33,3,0,0,3680.6,24706,31981,9056076,4549784,1,1,2300,303.82,1
1.33,3,0,0,3680.6,24706,31981,9056076,4549784,0,1,2300,303.82,1
1.15,3,1,0,5121.24,21207,31981,2105604,4549784,1,1,924,147.8,0
1.15,3,1,0,5121.24,21207,31981,2105604,4549784,0,1,924,147.8,0
1.19,3,0,0,7968.63,28739,31981,2761118,4549784,1,0,916,235.1,1
1.19,3,0,0,7968.63,28739,31981,2761118,4549784,0,0,916,235.1,1
1.46,3,0,0,2946.23,22038,31981,1308499,4549784,1,1,956,164.3,1
1.46,3,0,0,2946.23,22038,31981,1308499,4549784,0,1,956,164.3,1
1,3,0,0,2487.89,32991,31981,8621121,4549784,0,1,217,114.35,0
1,3,0,0,2487.89,32991,31981,8621121,4549784,0,1,217,114.35,0
1,1,0,0,2487.89,32991,31981,8621121,4549784,0,1,217,114.35,0
1,3,0,0,2487.89,32991,31981,8621121,4549784,0,1,217,114.35,0
1,3,0,0,2487.89,32991,31981,8621121,4549784,1,0,217,114.35,0
1,3,0,0,2487.89,32991,31981,8621121,4549784,0,0,217,114.35,0
1.15,1,1,0,3081.34,22360,31981,1421287,4549784,1,1,760,125.8,0
1.15,3,1,0,3081.34,22360,31981,1421287,4549784,0,1,760,125.8,0
1.58,3,0,0,2295.23,23025,31981,2753373,4549784,1,1,1970,279.83,1
1.58,3,0,0,2295.23,23025,31981,2753373,4549784,0,1,1970,279.83,1
1.57,3,0,0,3329.81,23903,31981,2673620,4549784,1,1,2259,273.83,1
1.57,3,0,0,3329.81,23903,31981,2673620,4549784,0,1,2259,273.83,1
1.37,3,0,0,6865.77,38813,31981,1653017,4549784,1,1,2428,347.82,1
1.37,3,0,0,6865.77,38813,31981,1653017,4549784,0,1,2428,347.82,1
1.55,3,0,0,4358.51,30916,31981,2230831,4549784,1,1,2317,281.06,1
1.55,3,0,0,4358.51,30916,31981,2230831,4549784,0,1,2317,281.06,1
1.14,3,0,0,8117.12,25824,31981,2549844,4549784,1,1,699,258.37,1
1.14,3,0,0,8117.12,25824,31981,2549844,4549784,0,1,699,258.37,1
1.24,3,1,0,4580.05,23654,31981,2195215,4549784,1,1,815,132.94,0
1.24,3,1,0,4580.05,23654,31981,2195215,4549784,0,1,815,132.94,0
1.01,3,1,0,6017.66,26993,37375,3532657,991717,1,1,546,104.11,0
1.32,3,1,0,4771.66,30124,37375,5787293,991717,1,1,1193,127.83,0
1.26,3,1,0,2040.42,29260,37375,7830332,991717,0,1,1134,145.53,0
1.26,3,1,0,2040.42,29260,37375,7830332,991717,1,1,1134,145.53,0
1.36,3,1,0,3951.55,30268,37375,1106780,991717,1,1,1125,130.15,0
1.08,3,1,0,2216.7,32991,37375,8621121,991717,0,1,1030,129.63,0
1.08,3,1,0,2216.7,32991,37375,8621121,991717,0,1,1030,129.63,0
1.08,0,1,0,2216.7,32991,37375,8621121,991717,1,0,1030,129.63,0
1.17,3,1,0,6797.8,27994,37375,4948339,991717,1,1,960,124.87,0
1.28,3,1,0,5566.43,31981,37375,4549784,991717,1,1,858,129.62,0
1.28,3,1,0,5566.43,31981,37375,4549784,991717,0,1,858,129.62,0
